ID,Member Name,Department,Division,Start Date,End Date,Funding Type,Status,Peer Reviewed?,Industry Grant?,Role,Title,Grant Purpose,Area,Principal Investigator,Co-Investigators,Administered By,Funding Source,Total Amount
1262,"Adams, Paul",Medicine,Gastroenterology,Jul-96,,Grants,Funded,FALSE,FALSE,Co-Investigator,Natural history and response to therapy in persons with iron overload.,,,Paul Adams,"Edwards C, Barton J",,"Center for Disease Control - Atlanta, USA","$70,000.00 "
1263,"Adams, Paul",Medicine,Gastroenterology,Jul-96,,Grants,Funded,FALSE,FALSE,Co-Investigator,Natural history and response to therapy in persons with iron overload.,,,Paul Adams,"Edwards C, Barton J",,"Center for Disease Control - Atlanta, USA","$70,000.00 "
1264,"Adams, Paul",Medicine,Gastroenterology,Oct-96,,Grants,Funded,FALSE,FALSE,Co-Investigator,Blood donor screening for hereditary hemochromatosis.,,,,,,PSI Foundation,"$140,000.00 "
1265,"Adams, Paul",Medicine,Gastroenterology,Sep-97,,Grants,Funded,FALSE,FALSE,Co-Investigator,Prevalence of C282Y mutation in end-stage liver disease.,,,,,,PSI Foundation,"$14,500.00 "
1266,"Adams, Paul",Medicine,Gastroenterology,Mar-98,,Grants,Funded,FALSE,FALSE,Co-Investigator,Genotyping for hemochromatosis.,,,,,,Medical Research Council of Canada (MRC),"$113,000.00 "
1268,"Adams, Paul",Medicine,Gastroenterology,Jul-98,Sep-98,Grants,Funded,FALSE,FALSE,Co-Investigator,Nramp2 in hemochromatosis.,,,Paul Adams,J Hajek,,Canadian Association of Gastroenterology,"$5,000.00 "
1269,"Adams, Paul",Medicine,Gastroenterology,Mar-99,,Grants,Funded,FALSE,FALSE,Co-Investigator,Psychosocial impact of genetic testing for hemochromatosis.,,,,,,Medical Research Council of Canada,"$37,000.00 "
1271,"Adams, Paul",Medicine,Gastroenterology,Feb-00,,Grants,Funded,FALSE,FALSE,Principal Investigator,HEmochromatosis and IRon overload Screening study (HEIRS)-NIH-NHLBI-HC-99-04.,,,Paul Adams,"Bethesda, MD",,"NIH - National Heart, Lung and Blood Institute","$34,000,000.00 "
1272,"Adams, Paul",Medicine,Gastroenterology,Sep-00,,Grants,Funded,FALSE,FALSE,Co-Investigator,Iron transport genes and proteins in hemochromatosis.,,,Paul Adams,S Chakrabarti,,Canadian Liver Foundation,"$120,000.00 "
1275,"Adams, Paul",Medicine,Gastroenterology,01-Jan,04-Jan,Grants,Funded,FALSE,FALSE,Co-Investigator,Utility assessment in Hepatitis C infection.,,,Paul Marotta,"Paul Adams, P Marotta, B Feagan.",,Canadian Institute of Health Research,"$120,000.00 "
1276,"Adams, Paul",Medicine,Gastroenterology,01-Aug,03-Jan,Grants,Funded,FALSE,FALSE,Co-Investigator,Hemochromatosis patients as voluntary blood donors.,,,Paul Adams,,,Canadian Blood Services,"$38,000.00 "
1278,"Adams, Paul",Medicine,Gastroenterology,01-Oct,,Grants,Funded,FALSE,FALSE,Co-Investigator,"Ethical, Social and Legal Implications of Genetic testing for hemochromatosis.",,,,,,"National Institute of Health (Bethesda, MD) – ELSI Branch – National Genetics Institute","$100,000.00 "
1281,"Adams, Paul",Medicine,Gastroenterology,03-Jan,05-Jan,Grants,Funded,FALSE,FALSE,Co-Investigator,Hepcidin and hemochromatosis.,,,Paul Adams,D Thorburn,,Canadian Association for the Study of the Liver,"$55,000.00 "
1283,"Adams, Paul",Medicine,Gastroenterology,03-Sep,,Grants,Funded,FALSE,FALSE,Co-Investigator,Quantitation of liver iron concentration using MRI.,,,Paul Adams,B Rutt,,Canadian Liver Foundation,"$120,000.00 "
1285,"Adams, Paul",Medicine,Gastroenterology,05-Feb,,Grants,Funded,FALSE,FALSE,Principal Investigator,HEmochromatosis and IRon overload Screening study (HEIRS)-NIH-NHLBI-HC-99-04.,,,Adams P.,,,"NIH - National Heart, Lung and Blood Institute","$203,918.00 "
1286,"Adams, Paul",Medicine,Gastroenterology,06-Feb,,Grants,Funded,FALSE,FALSE,Co-Investigator,HEmochromatosis and IRon overload Screening study (HEIRS)-NIH-NHLBI-HC-99-04.,,,Paul Adams,,,"NIH - National Heart, Lung and Blood Institute","$64,583.00 "
1287,"Adams, Paul",Medicine,Gastroenterology,06-Jan,10-Dec,Grants,Funded,TRUE,FALSE,Co-Investigator,"NIH – NHLBI/NIDDK (Bethesda, MD) – Iron Status: A Pathway Analysis in Multiple Ethnicities. (McLaren C, PI and the HEIRS Study Group, R01 HL083328-01A1).",,,Paul Adams,McLaren C,,NIH – NHLBI/NIDDK,"$1,746,669.00 "
1288,"Adams, Paul",Medicine,Gastroenterology,07-Jan,10-Jun,Grants,Funded,FALSE,FALSE,Co-Investigator,Perfusion and lipid imaging with a liver specific CT contrast agent to detect progression of cirrhosis to hepatocellular carcinoma.,,,Paul Adams,"Lee T, Adams PC, Chakrabarti S.",,Canadian Institute of Health Research (CIHR),"$306,693.00 "
1292,"Borrie, Michael",Medicine,Geriatrics,06-Dec,09-Nov,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,"A Phase 1, Randomized, Placebo - Controlled, Double Blind, Dose - Escalation Study of the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Immunogenity of a Single Intravenous Dose of PF-04360365 (RN1219) in Adults with Mild to Moderate Alzheimer Disease. Protocol ID: A9951001.",Clinical Trial,Research,Borrie MJ,Wells JL,,Pfizer Canada Inc.,"$1,122,408.00 "
1293,"Borrie, Michael",Medicine,Geriatrics,06-Dec,11-Jan,Grants,Funded,TRUE,FALSE,Principal Site Investigator,Utilizing High Field Magnetic Resonance Spectroscopy as a Biomarker for Mild Cognitive Impairment,Operating,Research,Borrie MJ,Wells JL,,Alzheimer Society of Canada,"$149,210.00 "
1294,"Borrie, Michael",Medicine,Geriatrics,06-Jan,10-Dec,Grants,Funded,TRUE,FALSE,Principal Site Investigator,Alzheimer Disease Neuroimaging Initiative (ADNI),Operating,Research,Borrie MJ,Wells JL,,ADNI - 024,"$285,911.00 "
1295,"Borrie, Michael",Medicine,Geriatrics,06-Aug,10-May,Grants,Funded,TRUE,FALSE,Principal Site Investigator,"A Multi - Centre, Blinded, Randomized, Controlled Trial Comparing Different Regimens of the Antibiotics Doxycycline and Rifampin for Treatment of Alzheimer Disease",Operating,Research,Molloy W.,"Borrie MB, Wells JL et al.",,Canadian Institutes of Health Research (CIHR),"$1,864,869.00 "
1296,"Borrie, Michael",Medicine,Geriatrics,05-Jan,08-Dec,Grants,Funded,FALSE,TRUE,Principal Site Investigator,"Multi - Site Collaborative Study for Genotype - Phenotype Associations in Alzheimer Disease – Genetic Alzheimer Disease Associations Longitudinal (GenADA Long) and Borrie MJ, Bartha R, Smith M. Longitudinal Imaging Substudy of GenADA.",Clinical Trial,Research,Borrie MJ,Wells J.L.,,GlaxoSmithKline,"$180,000.00 "
1297,"Borrie, Michael",Medicine,Geriatrics,05-Jan,08-Dec,Grants,Funded,TRUE,FALSE,Principal Investigator,4.0 Tesla 1H Magnetic Resonance Spectroscopy as a Marker of Alzheimer Disease Status and Progression,Operating,Research,Borrie MJ,Wells JL,,Physicians Services Incorporated Foundation (The) (PSI),"$108,000.00 "
1298,"Borrie, Michael",Medicine,Geriatrics,05-Jan,08-Dec,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,Magnetic Resonance Imaging in Alzheimer Disease: Longitudinal Part of Genotype - Phenotype Associations in Alzheimer Disease,Clinical Trial,Research,Borrie MJ,"Bartha R., Smith M.",,GlaxoSmithKline,"$280,000.00 "
1299,"Borrie, Michael",Medicine,Geriatrics,2005,2006,Grants,Funded,TRUE,FALSE,Collaborator,Info Rehab: Better Information for Better MSK Health and Quality of Life for Older Persons Summary of Research Proposal,Operating,Research,Stolee P.,"Borrie M.J., Wells J.L., et al.",,Canadian Institutes of Health Research (CIHR),"$100,000.00 "
1348,"Borrie, Michael",Medicine,Geriatrics,04-Jan,08-Feb,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,"EFC 2946 Alzheimer Study: A Randomized, Multi - Centre, Double - Blind, Placebo - Controlled, 18 Month Study of Efficacy of Xaliproden in Patients with Mild to Moderate Dementia of Alzheimer’s Type",Clinical Trial,Research,Borrie MJ,Wells J.L.,,Sanofi-Synthelabo Canada Inc.,"$234,000.00 "
1349,"Borrie, Michael",Medicine,Geriatrics,04-Sep,05-Dec,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,"A Randomized, Double - Blind, Parallel Group Study Examining the Efficacy and Safety of Memantine on Behavioural Symptoms in Patients with Moderate to Severe Dementia of the Alzheimer’s Type (Study No. 10158)",Clinical Trial,Research,,"Borrie M.J., Wells J.L.",,Lundbeck Canada Inc.,"$107,044.00 "
1350,"Borrie, Michael",Medicine,Geriatrics,06-Jan,07-Oct,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,An Open - Label Extension Study Examining the Safety and Tolerability of Memantine in Patients with Moderate to Severe Dementia of the Alzheimer’s Type Having Completed Study No. 10158 (Study No. 10252),Clinical Trial,Research,Borrie MJ,Wells JL,,Lundbeck Canada Inc.,"$25,805.00 "
1351,"Borrie, Michael",Medicine,Geriatrics,04-Jun,07-May,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,A Double - Blind Phase II Safety and Efficacy Evaluation of ONO - 2506PO in Patients with Mild to Moderate Alzheimer Disease,Clinical Trial,Research,Borrie MJ,Wells J.L.,,"Ono Pharmaceutical Co., Ltd. (Japan)","$215,000.00 "
1352,"Borrie, Michael",Medicine,Geriatrics,04-Jan,08-Jan,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,A Phase III Study of the Efficacy and Safety of Alzhemed in Patients with Mild to Moderate Alzheimer Disease,Clinical Trial,Research,Borrie MJ,Wells J.L.,,Neurochem Inc.,"$148,710.00 "
1353,"Borrie, Michael",Medicine,Geriatrics,04-Jan,06-Jan,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,"Phase III Multi - Centre, Randomized, Double - Blind, Placebo - Controlled Study of the Effect of Daily Treatment with MPC - 7869 on Measures of Cognitive and Global Function in Subjects with Mild to Moderate Dementia of the Alzheimer’s Type with Optional Follow - On After Month 12",Clinical Trial,Research,Borrie MJ,Wells J.L.,,Myriad Pharmaceuticals,"$101,689.00 "
1355,"Borrie, Michael",Medicine,Geriatrics,2004,2005,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,Long - Term Extension of Phase II Study EFC5286 of SR57667B in Patients with Mild to Moderate Alzheimer Disease (LTS 5283),Clinical Trial,Research,,"Borrie M.J., Wells J.L.",,Sanofi-Synthelabo Canada Inc.,"$193,440.00 "
1356,"Borrie, Michael",Medicine,Geriatrics,04-Sep,07-Sep,Grants,Funded,TRUE,FALSE,Principal Investigator,Markers for the Progression of Mild Cognitive Impairment (MCI) to Alzheimer Disease,Operating,Research,Borrie MJ,"Smith M., Bartha R., Lee T.Y., Murtha S., Wells J., Stolee P., Rylett J.",,"Parkwood Hospital Foundation (London, ON)","$10,000.00 "
1357,"Borrie, Michael",Medicine,Geriatrics,04-Jan,08-Mar,Grants,Funded,TRUE,FALSE,Co-Investigator,Canadian Alzheimer Disease Quality of Life Study (CADQOL),Clinical Trial,Research,Borrie MJ,Wells J.L.,,Canadian Institutes of Health Research (CIHR),"$65,000.00 "
1359,"Borrie, Michael",Medicine,Geriatrics,2003,2005,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,"Phase II Multi - Centre, Randomized, Double - Blind, Placebo - Controlled Study of the Effect of Daily Treatment with MPC-7869 on Measures of Cognitive and Global Function in Subjects with Mild to Moderate Dementia of the Alzheimer’s Type",Clinical Trial,Research,,"Borrie M.J., Wells J.L.",,Myriad Pharmaceuticals,"$39,825.00 "
1360,"Borrie, Michael",Medicine,Geriatrics,2003,2005,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,Multi - Site Collaborative Study for Genotype - Phenotype Associations in Alzheimer Disease - Genetic Alzheimer Disease Associations (GenADA),Clinical Trial,Research,,"Borrie M.J., Wells J.L.",,GlaxoSmithKline,"$400,000.00 "
1361,"Borrie, Michael",Medicine,Geriatrics,2003,2005,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,"Phase II Multi - Centre, Randomized, Double - Blind, Placebo - Controlled Study of the Effect of Daily Treatment with MPC-7869 on Measures of Cognitive and Global Function in Subjects with Mild to Moderate Dementia of the Alzheimer Type",Clinical Trial,Research,,"Borrie M.J., Wells J.L.",,Myriad Pharmaceuticals,"$150,000.00 "
1362,"Borrie, Michael",Medicine,Geriatrics,03-Jan,05-Jan,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,"A Phase II Double - Blind, Randomized, Dose - Ranging, Placebo - Controlled, Multi - Centre, Safety and Efficacy Evaluation of Three Doses of NS 2330 in Patients with Mild to Moderate Dementia of the Alzheimer Type",Clinical Trial,Research,,"Borrie M.J., Wells J.L.",,Boehringer Ingelheim,"$30,000.00 "
1363,"Borrie, Michael",Medicine,Geriatrics,03-Mar,04-Nov,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,"A Phase II, Multi - Centre, Multi - National, Randomized, Double - Blind, Placebo - Controlled, Efficacy, Safety and Tolerability Study of SR57667B in Patients with Mild - to - Moderate Alzheimer Disease",Clinical Trial,Research,,"Borrie M.J., Wells J.L.",,Sanofi-Synthelabo Canada Inc.,"$160,000.00 "
1364,"Borrie, Michael",Medicine,Geriatrics,03-Apr,12-Dec,Grants,Funded,TRUE,FALSE,Principal Investigator,Magnetic Resonance Spectroscopy as a Measurement of Response to Cholinergic Treatment in Alzheimer Disease - Pilot Study,Clinical Trial,Research,Borrie MJ,"Smith M., Bartha R., Rylett J., Stolee P.",,Lawson Health Research Institute,"$6,000.00 "
1367,"Borrie, Michael",Medicine,Geriatrics,2001,2003,Clinical Trials,Funded,FALSE,FALSE,Principal Investigator,The Patterns and Prevalence of Depressive Symptoms in Mild Cognitive Impairment. An Add - On Randomized Clinical Trial with Galantamine (Investigator Initiated),Clinical Trial,Research,,"Borrie M.J., Wells J.L., Smith M.",,,"$50,000.00 "
1368,"Borrie, Michael",Medicine,Geriatrics,2001,2004,Clinical Trials,Funded,FALSE,TRUE,Site Investigator,"A Randomized, 26 Week Double - Blind, Placebo - Controlled Trial to Evaluate the Efficacy and Safety of Galantamine in the Treatment of Dementia Secondary to Cerebrovascular Disease (Gal-Int-26)",Clinical Trial,Research,,Borrie M.J.,,Janssen-Ortho Inc.,"$40,000.00 "
1369,"Borrie, Michael",Medicine,Geriatrics,2001,2002,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,Randomized Double - Blind Placebo - Controlled Trial to Evaluate the Efficacy and Safety of Galantamine in Subjects with Mild Cognitive Impairment Clinically at Risk for Development of Clinically Probably Alzheimer Disease (Gal-Int-11),Clinical Trial,Research,,Borrie M.J.,,,"$340,000.00 "
1370,"Borrie, Michael",Medicine,Geriatrics,2000,2007,Clinical Trials,Funded,FALSE,TRUE,Principal Site Investigator,Canadian Outcomes Study in Dementia (COSID),Clinical Trial,Research,,"Borrie M.J., Wells J.L.",,Janssen-Ortho Inc.,"$75,000.00 "
1371,"Clark, William",Medicine,Nephrology,07-Jul,09-Jun,Grants,Funded,FALSE,TRUE,Co-Investigator,Octapharma Pharmazeutika: A Blinded Non-Inferiority Study to Compare Uniplas with Cryosuprenatant Plasma in Thrombotic Thrombocytopenic Purpura,Clinical Trial,Research,Gail Rock,William Clark,,Health Canada,"$1,000,000.00 "
1372,"Clark, William",Medicine,Nephrology,07-Jul,10-Jun,Grants,Funded,FALSE,TRUE,Co-Investigator,Rituximab: A Phase II Study Evaluating the Efficacy of Rituximab in the Management of Patients with Relapsed/Refractory TTP-HUS,Clinical Trial,Research,Ronan Foley,"Clark WF, London Health Sciences Centre",,Hoffman-LaRoche Limited,"$400,000.00 "
1373,"Clark, William",Medicine,Nephrology,06-Jul,10-Jun,Grants,Funded,TRUE,FALSE,Co-investigator,Data coordinating facility for clinical research in kidney diseases,Operating,Research,Dr. Amit X. Garg,"Clark WF, London Health Sciences Centre",,,"$369,555.00 "
1374,"Clark, William",Medicine,Nephrology,02-Jul,10-Dec,Grants,Funded,TRUE,FALSE,Principal Investigator,"A seven year prospective cohort study on the characterization and management of long-term Medical complications from E.coli 0157:H7 infection in Walkerton, Ontario",Operating,Research,William Clark,"Clark WF, Garg AX, Howard J, Matsell J, Moist L, Salvadori M, Suri R in collaboration with Collins S, Marshall J",,Ministry of Health & Long Term Care,"$5,116,000.00 "
1375,"Clark, William",Medicine,Nephrology,03-Jul,05-Jun,Grants,Funded,TRUE,FALSE,Co-investigator,Long-term risk of abnormal glucose homeostasis after E.coli 0157:H7 gastroenteritis: The Walkerton Health Study,Operating,Research,Dr. Rita Suri,,,Canadian Diabetes Association,"$65,000.00 "
1376,"Clark, William",Medicine,Nephrology,03-Jul,04-Jun,Grants,Funded,FALSE,FALSE,Principal Investigator,To characterize high volume proteinuria with normal Albumin/creatinine ratio noted in 32 patients detected in the Walkerton Health Study,Clinical Trial,Research,William Clark,"Clark WF, London Health Sciences Centre",,"University of Western Ontario, Division of Nephrology Academic Fund","$10,000.00 "
1377,"Clark, William",Medicine,Nephrology,01-Jul,03-Jun,Grants,Funded,TRUE,FALSE,Principal Investigator,Plasma exchange in myeloma and associated renal failure,Operating,Research,William Clark,,,Kidney Foundation of Canada (KFC),"$27,000.00 "
1378,"Clark, William",Medicine,Nephrology,01-Jul,03-Jun,Grants,Funded,TRUE,FALSE,Principal Investigator,Plasma exchange in myeloma and associated renal failure,Operating,Research,William Clark,,,Canadian Institutes of Health Research (CIHR),"$103,000.00 "
1379,"Clark, William",Medicine,Nephrology,Jul-00,03-Jun,Grants,Funded,TRUE,FALSE,Co-investigator,Comparison of solvent detergent vs cryosupernatant plasma in TTP,Operating,Research,Dr. Gail Rock,,,Canadian Institutes of Health Research (CIHR) and Canadian Blood Services,"$1,200,000.00 "
1380,"Clark, William",Medicine,Nephrology,Jul-98,01-Jun,Grants,Funded,TRUE,FALSE,Principal Investigator,Plasma exchange in myeloma associated with renal failure,Operating,Research,William Clark,,,Canadian Institutes of Health Research (CIHR),"$135,000.00 "
1381,"Clark, William",Medicine,Nephrology,Jul-98,Jun-00,Grants,Funded,FALSE,FALSE,Co-investigator,Study of cryosupernatant plasma vs fresh frozen plasma as a replacement fluid in plasma exchange for TTP and HUS,Operating,Research,Dr. Gail Rock,,,Canadian Blood Agency/ Bayer Pharmaceuticals,"$40,000.00 "
1382,"Clark, William",Medicine,Nephrology,Jul-97,Jun-99,Grants,Funded,TRUE,FALSE,Co-investigator,Evaluation in the role of antibodies in HUS,Operating,Research,Dr. Gail Rock,,,Kidney Foundation of Canada (KFC),"$39,000.00 "
1383,"Clark, William",Medicine,Nephrology,Jul-96,Jun-98,Grants,Funded,TRUE,FALSE,Principal Investigator,SDG lignans in experimental lupus nephritis,Operating,Research,William Clark,,,Kidney Foundation of Canada (KFC),"$34,400.00 "
1384,"Clark, William",Medicine,Nephrology,Jul-95,Jun-96,Grants,Funded,TRUE,FALSE,Principal Investigator,"Flaxseed in lupus nephritis: a prospective randomized, crossover study",Operating,Research,William Clark,,,University of Western Ontario Department of Medicine Pooled Research Funds,"$18,699.00 "
1385,"Clark, William",Medicine,Nephrology,Jul-95,Jun-96,Grants,Funded,TRUE,FALSE,Principal Investigator,Flaxseed in diabetic nephropathy: a dosing study,Clinical Trial,Research,Dr. W. F. Clark,,,University of Western Ontario Department of Medicine Pooled Research Funds,"$8,773.00 "
1386,"Clark, William",Medicine,Nephrology,Jul-95,Jun-96,Grants,Funded,TRUE,FALSE,Principal Investigator,Flaxseed in diabetic nephropathy,Clinical Trial,Research,Dr. Ann Hall,,,University of Western Ontario Medical Trust Fund,"$27,135.00 "
1387,"Clark, William",Medicine,Nephrology,Jul-94,Jun-95,Grants,Funded,TRUE,FALSE,Principal Investigator,Flaxseed in a rat model of chronic renal allograft rejection,Clinical Trial,Research,Dr. Anwar Parbtani,,,Victoria Hospital Research Development Fund,"$13,940.00 "
1388,"Clark, William",Medicine,Nephrology,Jul-93,Jun-95,Grants,Funded,TRUE,FALSE,Co-investigator,"Effects of HUS on cognitive, academic and behavioural functioning",Operating,Research,Dr. Peter Rowe,,,NHRDP,"$91,750.00 "
1389,"Clark, William",Medicine,Nephrology,Jul-93,Jun-95,Grants,Funded,TRUE,FALSE,Principal Investigator,Flaxseed in lupus nephritis,Clinical Trial,Research,William Clark,,,Kidney Foundation of Canada (KFC),"$80,000.00 "
1390,"Clark, William",Medicine,Nephrology,Jul-93,Jun-94,Grants,Funded,FALSE,FALSE,Principal Investigator,Flaxseed in lupus nephritis,Clinical Trial,Research,William Clark,,,Ross Laboratories,"$20,000.00 "
1391,"Clark, William",Medicine,Nephrology,Jul-91,Jun-92,Grants,Funded,FALSE,FALSE,Principal Investigator,Dietary therapies in rat remnant nephron model Clinical Project BF20,Operating,Research,William Clark,,,Ross Laboratories,"$25,000.00 "
1392,"Clark, William",Medicine,Nephrology,Jul-90,Jun-93,Grants,Funded,TRUE,FALSE,Principal Investigator,Fish oil therapy in SLE,Operating,Research,Dr. W. F. Clark,,,Kidney Foundation of Canada (KFC),"$106,690.00 "
1393,"Clark, William",Medicine,Nephrology,Jul-88,Jun-99,Grants,Funded,TRUE,FALSE,Principal Investigator,Chronic progressive model of renal injury,Operating,Research,William Clark,,,Pooled Research Funds Committee,"$12,000.00 "
1394,"Clark, William",Medicine,Nephrology,Jul-87,Jun-88,Grants,Funded,FALSE,FALSE,Principal Investigator,Effects of single and multiple doses of Itazigrel on platelet aggregation in patients with carotid and peripheral atherosclerosis,Clinical Trial,Research,,,,Upjohn Clinical Research Unit,"$17,400.00 "
1395,"Clark, William",Medicine,Nephrology,Jul-87,Jun-88,Grants,Funded,TRUE,FALSE,Principal Investigator,Platelet release reaction – association with renal hyperfiltration and the evolution of glomerulosclerosis – a final common pathway,Operating,Research,William Clark,,,Pooled Research Funds Committee,"$6,000.00 "
1396,"Clark, William",Medicine,Nephrology,Jul-87,Jun-88,Grants,Funded,TRUE,FALSE,Principal Investigator,Acute effects of eicosapentaenoic acid in patients with SLE,Operating,Research,William Clark,,,Physicians Services Incorporated Foundation (The) (PSI),"$17,700.00 "
1397,"Clark, William",Medicine,Nephrology,Jul-87,Jun-88,Grants,Funded,TRUE,FALSE,Principal Investigator,Platelet release reaction – association with renal hyperfiltration and the evolution of glomerulosclerosis – final common pathway,Operating,Research,William Clark,,,Medical Research Council of Canada (MRC),"$24,480.00 "
1398,"Clark, William",Medicine,Nephrology,Jul-85,Jun-86,Grants,Funded,FALSE,FALSE,Principal Investigator,Effects of thromboxane synthase inhibitor in the treatment of NZB/NZW F–1 lupus mice: comparison of different drug dosage,Clinical Trial,Research,William Clark,,,Victoria-Upjohn Clinical Research Unit,"$25,243.00 "
1399,"Clark, William",Medicine,Nephrology,Jul-85,Jun-86,Grants,Funded,FALSE,FALSE,Principal Investigator,PGE-1 and thomboxane synthase inhibitor treatment in mice with lupus-like syndrome,Clinical Trial,Research,William Clark,,,Victoria-Upjohn Clinical Research Unit,"$9,921.00 "
1400,"Clark, William",Medicine,Nephrology,Jul-85,Jun-86,Grants,Funded,TRUE,FALSE,Principal Investigator,Antiplatelet therapy in murine lupus,Operating,Research,William Clark,,,Kidney Foundation of Canada (KFC),"$12,000.00 "
1401,"Clark, William",Medicine,Nephrology,Jul-85,Jun-86,Grants,Funded,TRUE,FALSE,Principal Investigator,The role of platelets in experimental lupus nephritis in NZB/NZW F-1 mice,Operating,Research,William Clark,,,Kidney Foundation-Ontario Branch,"$28,350.00 "
1402,"Clark, William",Medicine,Nephrology,Jul-84,Jun-87,Grants,Funded,TRUE,FALSE,Principal Investigator,Platelet immune complex interaction in the immunopathogenesis of renal disease,Operating,Research,William Clark,,,Medical Research Council of Canada (MRC),"$129,000.00 "
1403,"Clark, William",Medicine,Nephrology,Jul-84,Jun-87,Grants,Funded,TRUE,FALSE,Principal Investigator,Platelet associated IgG in SLE,Operating,Research,William Clark,,,Kidney Foundation-Ontario Branch,"$33,000.00 "
1404,"Clark, William",Medicine,Nephrology,Jul-82,Jun-84,Grants,Funded,TRUE,FALSE,Principal Investigator,Platelet immune complex interaction in the immunopathogenesis of renal disease,Operating,Research,William Clark,,,Medical Research Council of Canada (MRC),"$81,375.00 "
1405,"Clark, William",Medicine,Nephrology,Jul-80,Jun-83,Grants,Funded,TRUE,FALSE,Principal Investigator,Plasmapheresis in SLE diffuse proliferative glomerulonephritis,Operating,Research,William Clark,,,Physicians Services Incorporated Foundation (The) (PSI),"$92,000.00 "
